Metadata,Ionization Freq.:541.433320:THz,Cooling Freq.:607.427844:THz,Repump Freq.:461.311320:THz,Window Start:160.000:us,Window Width:55.000:us,Cooling Sweeps Num:3:,Pulses Per Attempt:10
h,Time	ExpNum	AttemptNum	NeutralCounts	NeutralCounts_std	NumIons	PeakPos
1630619091.60412	0	1	1.3	0
1630619123.8055072	0	2	1.5	0
1630619156.0118177	0	3	1.8	0
1630619188.2038646	0	4	1.2	0
1630619224.2524562	0	5	0.9	0
1630619256.4456205	0	6	0.5	0
1630619288.6695018	0	7	1.6	0
1630619320.9095228	0	8	0.9	0
1630619357.402267	0	9	1.2	0
1630619389.6359494	0	10	0.3	0
1630619422.2463605	0	11	0.6	0
1630619454.453234	0	12	0.4	0
1630619490.5680826	0	13	0.5	0
1630619523.1994617	0	14	0.7	0
1630619555.4571319	0	15	0.4	1
1630619587.5845597	0	16	0.5	1
1630619623.6474977	0	17	1.3	1
1630619655.8373637	0	18	0.4	1
1630619688.03761	0	19	0.6	1
1630619720.244958	0	20	0.9	1
1630619756.3122149	0	21	0.9	1
1630619788.5110114	0	22	0.5	1
1630619820.7188141	0	23	1.0	1
1630619857.242341	0	24	0.5	1
1630619889.446579	0	25	0.7	1
1630619921.6285067	0	26	0.8	1
1630619953.827015	0	27	1.2	1
1630619989.9191475	0	28	0.6	1
1630620022.1584013	0	29	0.8	1
1630620054.329259	0	30	0.9	1
1630620086.995073	0	31	0.8	1
1630620123.0444334	0	32	0.8	1
1630620155.2432663	0	33	0.8	1
1630620187.4640048	0	34	1.5	1
1630620220.1844158	0	35	1.1	1
1630620256.6553552	0	36	1.2	1
1630620288.8322024	0	37	0.8	1
1630620321.0314436	0	38	0.7	1
1630620353.2338579	0	39	0.8	1
1630620389.3087432	0	40	0.7	1
1630620421.5319014	0	41	0.6	1
1630620454.165761	0	42	0.6	1
1630620486.3532043	0	43	1.6	1
1630620522.4183347	0	44	1.5	1
1630620554.6348488	0	45	0.6	1
1630620587.2991467	0	46	0.7	1
1630620619.6203086	0	47	1.8	1
1630620656.0254846	0	48	1.7	1
1630620688.3050168	0	49	1.3	1
1630620720.4277353	0	50	1.6	1
1630620756.585223	0	51	1.1	1
1630620789.172069	0	52	1.4	1
1630620822.395586	0	53	2.1	1
1630620854.6462305	0	54	1.9	1
1630620891.1219234	0	55	1.1	1
1630620923.788232	0	56	1.4	1
1630620956.439826	0	57	1.1	1
1630620989.1204176	0	58	0.9	1
1630621025.2718992	0	59	1.5	1
1630621057.8219492	0	60	1.1	1
1630621090.510383	0	61	1.3	1
1630621123.1762843	0	62	1.7	1
1630621159.7120311	0	63	1.2	1
1630621192.3872511	0	64	0.6	1
1630621225.0373666	0	65	0.9	1
1630621257.7095292	0	66	1.9	1
1630621293.9650366	0	67	1.6	1
1630621326.4586577	0	68	2.4	1
1630621358.7866364	0	69	1.7	1
1630621395.1877766	0	70	0.9	1
1630621427.834339	0	71	1.5	1
1630621460.1189663	0	72	2.1	1
1630621492.7692373	0	73	1.3	2
1630621529.2243128	0	74	1.5	2
1630621561.9105353	0	75	2.2	2
1630621594.5778682	0	76	1.2	2
1630621627.2461402	0	77	1.5	2
1630621663.7779286	0	78	1.8	2
1630621696.430645	0	79	1.4	2
1630621729.615658	0	80	2.6	3
1630622262.1583133	1	1	1.6	0
1630622299.1171002	1	2	0.8	0
1630622332.213638	1	3	1.3	0
1630622365.2523925	1	4	1.9	0
1630622398.0914094	1	5	1.1	0
1630622435.0862622	1	6	1.1	0
1630622468.3933237	1	7	1.9	0
1630622501.3115067	1	8	1.7	0
1630622534.0023215	1	9	1.3	0
1630622570.6236947	1	10	1.2	1
1630622603.7023685	1	11	1.2	1
1630622636.7607539	1	12	2.1	1
1630622673.945377	1	13	1.1	1
1630622706.9433336	1	14	1.7	1
1630622740.0801976	1	15	1.2	1
1630622773.1673293	1	16	1.8	1
1630622809.8474815	1	17	2.0	1
1630622842.9183116	1	18	1.9	1
1630622875.9434032	1	19	2.5	1
1630622908.68771	1	20	2.3	1
1630622945.6152256	1	21	1.7	1
1630622978.768129	1	22	1.9	1
1630623011.9843879	1	23	1.5	1
1630623045.1295729	1	24	1.7	1
1630623082.1069858	1	25	1.4	1
1630623115.193422	1	26	1.9	1
1630623148.340029	1	27	0.9	1
1630623184.9984581	1	28	1.5	1
1630623218.4189835	1	29	2.4	1
1630623251.550707	1	30	1.4	1
1630623284.7970667	1	31	1.3	1
1630623321.7703838	1	32	1.0	1
1630623355.2928414	1	33	1.3	1
1630623388.4025981	1	34	0.7	1
1630623421.5457351	1	35	1.1	1
1630623458.5522616	1	36	2.3	1
1630623491.6751242	1	37	1.0	1
1630623524.8687105	1	38	1.5	1
1630623558.3949826	1	39	1.6	1
1630623595.4299679	1	40	1.3	1
1630623629.0538254	1	41	1.3	1
1630623662.6812446	1	42	1.5	1
1630623699.6806595	1	43	0.8	1
1630623733.396373	1	44	2.1	1
1630623767.3536148	1	45	2.0	2
1630623800.3812711	1	46	1.9	2
1630623837.3952484	1	47	0.7	2
1630623870.6499507	1	48	1.7	3
1630624405.9269023	2	1	1.0	0
1630624439.4827287	2	2	1.1	0
1630624476.9340556	2	3	0.8	0
1630624510.9804695	2	4	0.2	0
1630624544.5790107	2	5	1.0	0
1630624578.2355714	2	6	0.9	0
1630624615.669322	2	7	1.4	0
1630624649.2722046	2	8	1.3	0
1630624682.8613377	2	9	0.9	0
1630624717.126743	2	10	0.9	1
1630624750.7717626	2	11	0.6	1
1630624784.2434065	2	12	1.4	1
