
Metadata,Ionization Freq.:541.433013:THz,Repump Freq.:461.312070:THz,Window Start:160.000:us,Window Width:55.000:us,Cooling Sweeps Num:3:,Pulses Per Attempt:1,Scan:300-350-typical:counts
h,Time	AttemptNum	CoolingFreq	Trapped	IonCounts138	IonCounts138_std	NeutralCounts		BG	BG_std
1619407524.684341	1	607.42597	False	17.4	3.9293765408777004	2.0	14.8	2.7129319932501073
1619407552.1743035	2	607.42598	True	51.2	7.794870107962032	1.0	14.1	3.83275357934736
1619407576.0882287	3	607.42601	False	14.9	2.5079872407968904	0.0	14.8	2.8213471959331766
1619407604.851576	1	607.42597	False	14.0	2.4899799195977463	2.0	13.2	3.515679166249389
1619407631.1547978	2	607.42598	False	14.7	5.532630477449222	0.0	15.6	2.1540659228538015
1619407655.7269633	3	607.42601	True	43.6	7.825599018605541	3.0	14.2	3.124099870362662
1619407683.206798	1	607.42597	False	13.3	3.348133808556641	2.0	15.1	4.011234224026316
1619407710.8809814	2	607.42598	False	15.8	4.354308211415448	1.0	13.6	4.029888335921977
1619407734.671903	3	607.42601	False	16.0	4.0	2.0	16.2	3.370459909270543
1619407762.3938644	1	607.42597	False	13.1	2.808914381037628	2.0	15.5	3.905124837953327
1619407790.1181297	2	607.42598	False	15.8	3.026549190084311	0.0	14.9	4.678675026115834
1619407814.1389294	3	607.42601	False	12.4	4.2708313008125245	4.0	16.7	4.382921400162226
1619407842.0134034	1	607.42597	True	505.8	20.360746548199064	1.0	14.3	2.9
1619407869.8040423	2	607.42598	False	13.7	4.001249804748512	2.0	12.4	3.411744421846396
1619407893.8874052	3	607.42601	False	14.2	3.1559467676119	3.0	14.5	3.774917217635375
1619407922.0659008	1	607.42597	True	511.0	19.385561637466168	3.0	15.6	4.543126676640219
1619407950.5138903	2	607.42598	True	548.1	58.655690261047994	4.0	13.3	2.451530134426253
1619407974.760929	3	607.42601	False	15.0	4.538722287164087	2.0	13.0	3.5496478698597698
1619408003.0649116	1	607.42597	False	12.4	1.4966629547095764	4.0	14.0	3.03315017762062
1619408031.3752515	2	607.42598	False	14.9	2.981610303175115	1.0	16.2	4.069397989875161
1619408055.8863099	3	607.42601	False	19.8	5.268775948927796	1.0	13.0	3.3466401061363023
1619408084.1865382	1	607.42597	False	13.3	3.4073450074801643	0.0	14.8	5.2306787322488075
1619408112.5891163	2	607.42598	False	11.6	2.65329983228432	2.0	12.1	3.3
1619408137.3927667	3	607.42601	True	490.7	27.41915388920672	2.0	12.1	4.2296571965113205
1619408165.7590008	1	607.42597	True	36.3	7.836453279386026	2.0	10.2	3.6
1619408194.4971325	2	607.42598	False	13.9	4.784349485562274	3.0	10.8	2.9597297173897483
1619408219.3587282	3	607.42601	False	12.1	4.109744517606903	1.0	14.6	4.103656905736638
1619408248.2386124	1	607.42597	True	470.9	19.577793542685036	3.0	13.4	2.690724809414742
1619408276.959789	2	607.42598	False	21.8	3.6000000000000005	2.0	13.0	2.32379000772445
1619408301.6470537	3	607.42601	True	36.5	4.201190307520001	1.0	15.2	4.354308211415448
