
Metadata,IonizationFreqs:-0.000025 0.000025 0.000005 541.433310 THz,CoolingFreq:607.427840,RepumpFreq:461.312180,WindowStart:160.000,WindowWidth:55.000
hLoopCount	AttemptCount	Freq553	IonTrapped	NeutralCounts	ydataAvg	ydataStD	BGydataAvg	BGydataStD
24	2	541.433290	False	23.000000	13.100000	3.534119	15.800000	3.736308
24	3	541.433295	False	29.000000	13.800000	3.893584	14.000000	3.847077
24	4	541.433300	False	23.000000	14.600000	4.223742	14.700000	3.976179
24	5	541.433305	False	27.000000	15.300000	3.287856	14.600000	4.694678
24	6	541.433310	False	29.000000	14.900000	3.112876	15.200000	2.993326
24	7	541.433315	False	39.000000	13.100000	3.238827	14.500000	3.138471
24	8	541.433320	False	17.000000	15.200000	3.026549	13.900000	2.165641
24	9	541.433325	False	17.000000	14.800000	3.994997	14.900000	2.662705
24	10	541.433330	False	17.000000	13.600000	5.902542	13.000000	3.847077
24	11	541.433335	False	14.000000	12.500000	1.431782	16.400000	5.462600
25	1	541.433285	False	33.000000	13.400000	3.527038	13.000000	3.435113
25	2	541.433290	False	17.000000	14.500000	3.584690	15.000000	4.959839
25	3	541.433295	True	30.000000	148.200000	17.998889	11.500000	4.984977
25	4	541.433300	False	15.000000	13.600000	3.352611	17.900000	2.507987
25	5	541.433305	False	26.000000	13.300000	2.865310	15.200000	3.709447
25	6	541.433310	False	32.000000	14.400000	3.322650	16.200000	4.069398
25	7	541.433315	False	32.000000	13.200000	2.856571	13.400000	3.469870
25	8	541.433320	False	35.000000	14.300000	4.495553	13.600000	3.852272
25	9	541.433325	False	16.000000	14.100000	4.437342	14.000000	3.286335
25	10	541.433330	False	23.000000	15.600000	2.289105	18.100000	5.318834
25	11	541.433335	False	25.000000	15.500000	3.074085	16.100000	2.426932
26	1	541.433285	False	23.000000	13.200000	3.893584	14.600000	2.107131
26	2	541.433290	False	28.000000	16.700000	4.428318	17.100000	4.614109
26	3	541.433295	False	26.000000	14.900000	4.323193	14.700000	3.522783
26	4	541.433300	False	24.000000	12.800000	2.357965	13.900000	3.910243
26	5	541.433305	False	41.000000	16.700000	4.360046	14.800000	3.310589
26	6	541.433310	False	31.000000	16.300000	3.348134	16.000000	2.489980
26	7	541.433315	False	38.000000	14.100000	3.590265	17.400000	2.870540
26	8	541.433320	False	23.000000	14.200000	4.791659	12.400000	2.576820
26	9	541.433325	True	17.000000	174.000000	9.622889	14.200000	4.445222
26	10	541.433330	False	20.000000	13.300000	2.238303	14.900000	6.456779
26	11	541.433335	False	23.000000	14.300000	3.661967	15.700000	4.796874
27	1	541.433285	False	19.000000	12.000000	2.683282	12.500000	4.031129
27	2	541.433290	False	19.000000	12.900000	3.534119	15.800000	3.280244
27	3	541.433295	False	22.000000	12.500000	3.138471	17.200000	2.856571
27	4	541.433300	False	18.000000	14.800000	3.187475	13.500000	2.578759
27	5	541.433305	False	25.000000	13.400000	2.727636	15.700000	3.848376
27	6	541.433310	False	33.000000	12.400000	2.289105	14.100000	5.088222
27	7	541.433315	False	23.000000	13.800000	4.093898	13.800000	2.521904
27	8	541.433320	False	26.000000	13.700000	3.226453	17.200000	6.273755
27	9	541.433325	False	24.000000	13.400000	2.615339	15.600000	3.611094
27	10	541.433330	False	16.000000	15.100000	4.134005	15.700000	5.158488
27	11	541.433335	False	21.000000	15.000000	3.820995	14.100000	2.624881
28	1	541.433285	False	18.000000	13.800000	3.249615	13.500000	3.981206
28	2	541.433290	False	13.000000	15.200000	3.627671	14.900000	1.757840
28	3	541.433295	True	19.000000	148.500000	16.913013	14.700000	3.067572
28	4	541.433300	False	24.000000	14.200000	2.181742	11.400000	5.102940
28	5	541.433305	False	25.000000	14.500000	2.539685	13.300000	3.226453
28	6	541.433310	False	28.000000	16.600000	4.586938	15.200000	3.026549
28	7	541.433315	False	27.000000	17.600000	3.006659	15.100000	2.844293
28	8	541.433320	False	27.000000	15.600000	5.161395	15.500000	3.500000
28	9	541.433325	False	27.000000	13.600000	5.219195	14.400000	5.713143
28	10	541.433330	False	19.000000	16.000000	4.898979	15.500000	2.692582
28	11	541.433335	False	12.000000	13.500000	3.232646	15.200000	3.544009
29	1	541.433285	False	25.000000	14.900000	2.586503	15.700000	3.494281
29	2	541.433290	False	25.000000	13.000000	4.494441	18.300000	3.551056
29	3	541.433295	False	16.000000	15.400000	2.457641	14.600000	4.454211
29	4	541.433300	False	24.000000	13.900000	3.858756	16.000000	2.323790
29	5	541.433305	False	25.000000	16.600000	4.317407	13.400000	3.411744
29	6	541.433310	False	31.000000	17.100000	3.961060	9.600000	2.497999
29	7	541.433315	False	22.000000	15.000000	4.404543	15.200000	2.271563
29	8	541.433320	False	28.000000	15.400000	2.939388	15.400000	2.615339
29	9	541.433325	False	33.000000	17.400000	3.498571	15.900000	3.645545
29	10	541.433330	False	27.000000	14.400000	2.154066	14.000000	1.612452
29	11	541.433335	False	13.000000	11.500000	3.008322	16.100000	4.134005
30	1	541.433285	False	17.000000	14.400000	2.870540	14.500000	3.640055
30	2	541.433290	False	20.000000	13.300000	3.661967	14.100000	3.505710
30	3	541.433295	False	26.000000	11.500000	4.224926	14.800000	4.118252
30	4	541.433300	False	26.000000	15.000000	3.316625	15.700000	4.290688
30	5	541.433305	False	25.000000	14.600000	2.457641	14.500000	3.528456
30	6	541.433310	False	25.000000	16.100000	3.780212	16.000000	4.219005
30	7	541.433315	False	15.000000	14.000000	5.567764	16.400000	4.386342
30	8	541.433320	False	25.000000	15.500000	3.170173	17.700000	4.627094
30	9	541.433325	False	9.000000	14.700000	3.318132	13.800000	4.955805
30	10	541.433330	False	14.000000	15.300000	5.001000	15.100000	4.323193
30	11	541.433335	False	20.000000	14.400000	3.555278	14.300000	4.980964
31	1	541.433285	False	16.000000	14.200000	3.919184	13.900000	3.505710
31	2	541.433290	False	24.000000	13.600000	2.727636	13.900000	3.505710
31	3	541.433295	False	17.000000	13.700000	4.605432	14.000000	3.376389
31	4	541.433300	False	22.000000	13.800000	2.315167	17.000000	4.404543
31	5	541.433305	False	33.000000	15.500000	3.879433	13.300000	2.830194
31	6	541.433310	False	32.000000	14.800000	4.261455	16.100000	4.657252
31	7	541.433315	False	26.000000	14.400000	2.537716	14.200000	4.142463
31	8	541.433320	False	21.000000	14.300000	2.531798	16.500000	5.731492
31	9	541.433325	False	7.000000	14.100000	4.437342	15.800000	3.893584
31	10	541.433330	False	25.000000	14.600000	2.497999	15.300000	1.676305
31	11	541.433335	False	19.000000	15.100000	4.678675	13.300000	4.648656
32	1	541.433285	False	19.000000	16.000000	3.162278	14.500000	3.500000
32	2	541.433290	False	21.000000	15.500000	3.106445	18.100000	4.908156
32	3	541.433295	False	21.000000	13.800000	2.521904	13.000000	2.683282
32	4	541.433300	False	18.000000	14.000000	3.346640	14.500000	3.324154
32	5	541.433305	False	24.000000	14.600000	3.800000	12.800000	3.841875
32	6	541.433310	False	24.000000	14.400000	4.317407	13.500000	3.413210
32	7	541.433315	False	17.000000	12.600000	4.800000	12.600000	3.261901
32	8	541.433320	False	16.000000	13.500000	2.334524	14.800000	3.400000
32	9	541.433325	False	15.000000	14.400000	3.411744	14.200000	3.124100
32	10	541.433330	False	18.000000	15.100000	5.629387	12.900000	2.467793
32	11	541.433335	False	20.000000	13.000000	5.099020	16.400000	4.152108
33	1	541.433285	False	12.000000	13.500000	3.694591	12.900000	4.036087
33	2	541.433290	False	13.000000	13.000000	2.280351	15.500000	3.413210
33	3	541.433295	False	22.000000	14.000000	2.756810	16.400000	2.374868
33	4	541.433300	False	29.000000	15.900000	3.047950	12.900000	3.645545
33	5	541.433305	False	16.000000	16.200000	3.815757	13.400000	2.332381
33	6	541.433310	False	22.000000	14.700000	1.900000	15.100000	2.507987
33	7	541.433315	False	31.000000	14.400000	2.615339	16.200000	3.310589
33	8	541.433320	False	13.000000	14.000000	3.098387	15.400000	3.693237
33	9	541.433325	False	11.000000	20.600000	4.127953	12.100000	3.330165
33	10	541.433330	False	19.000000	12.800000	2.785678	14.100000	3.753665
33	11	541.433335	False	18.000000	14.500000	2.334524	12.400000	2.416609
34	1	541.433285	False	23.000000	14.800000	3.969887	13.500000	3.383785
34	2	541.433290	False	15.000000	13.100000	3.207803	14.500000	3.008322
34	3	541.433295	False	16.000000	14.600000	4.862098	13.200000	2.521904
34	4	541.433300	False	24.000000	13.400000	3.006659	12.300000	2.368544
34	5	541.433305	False	13.000000	13.500000	4.842520	15.300000	2.491987
34	6	541.433310	False	29.000000	12.500000	3.232646	16.500000	4.432832
34	7	541.433315	False	22.000000	13.300000	4.817676	12.800000	4.621688
34	8	541.433320	False	20.000000	13.600000	3.527038	13.500000	2.801785
34	9	541.433325	False	18.000000	14.200000	4.467662	15.900000	3.238827
34	10	541.433330	False	17.000000	16.300000	4.050926	13.800000	2.675818
34	11	541.433335	False	13.000000	14.800000	4.935585	14.300000	3.925557
35	1	541.433285	False	16.000000	13.600000	3.168596	15.900000	3.645545
35	2	541.433290	False	22.000000	14.100000	4.229657	16.400000	5.102940
35	3	541.433295	False	23.000000	14.000000	3.549648	13.900000	4.968903
35	4	541.433300	False	22.000000	13.400000	3.527038	15.800000	3.487119
35	5	541.433305	False	21.000000	13.500000	4.544227	14.200000	2.271563
35	6	541.433310	False	30.000000	13.600000	2.690725	15.000000	3.162278
35	7	541.433315	False	11.000000	13.900000	3.330165	16.100000	3.269557
35	8	541.433320	False	22.000000	16.500000	5.463515	15.200000	4.600000
35	9	541.433325	False	19.000000	14.900000	3.300000	12.200000	2.959730
35	10	541.433330	False	15.000000	14.100000	2.662705	15.100000	2.736786
35	11	541.433335	False	20.000000	15.800000	3.682391	14.100000	3.505710
36	1	541.433285	False	12.000000	15.300000	3.494281	14.400000	2.905168
36	2	541.433290	False	27.000000	14.100000	1.445683	16.000000	4.582576
36	3	541.433295	False	14.000000	15.200000	3.249615	12.700000	2.609598
36	4	541.433300	False	29.000000	12.500000	2.376973	13.900000	2.385372
36	5	541.433305	False	23.000000	14.700000	3.348134	13.000000	1.673320
36	6	541.433310	False	28.000000	14.700000	4.360046	12.600000	3.006659
36	7	541.433315	False	26.000000	15.400000	2.374868	12.500000	3.774917
36	8	541.433320	False	17.000000	12.800000	1.661325	13.800000	4.643275
36	9	541.433325	False	6.000000	15.100000	3.645545	13.600000	3.200000
36	10	541.433330	False	17.000000	13.500000	3.801316	13.600000	4.223742
36	11	541.433335	False	18.000000	14.400000	3.746999	16.100000	3.858756
37	1	541.433285	False	13.000000	15.200000	1.536229	15.100000	3.910243
37	2	541.433290	False	22.000000	15.000000	3.316625	12.900000	4.323193
37	3	541.433295	False	31.000000	14.100000	3.910243	15.600000	3.773592
37	4	541.433300	False	24.000000	13.700000	2.758623	13.700000	4.124318
37	5	541.433305	False	21.000000	13.700000	3.377869	11.900000	3.986226
37	6	541.433310	False	33.000000	13.100000	5.243091	15.800000	4.686150
37	7	541.433315	False	23.000000	14.100000	3.176476	14.100000	2.981610
37	8	541.433320	False	18.000000	13.400000	2.727636	15.000000	4.195235
37	9	541.433325	False	9.000000	14.700000	4.220190	13.600000	3.979950
37	10	541.433330	False	12.000000	13.600000	3.261901	15.100000	3.047950
37	11	541.433335	False	15.000000	13.300000	1.486607	13.800000	4.190465
38	1	541.433285	False	17.000000	13.600000	2.497999	16.100000	4.229657
38	2	541.433290	False	9.000000	15.000000	3.033150	17.000000	4.538722
38	3	541.433295	False	22.000000	14.000000	2.863564	14.300000	2.609598
38	4	541.433300	False	5.000000	14.700000	2.722132	17.200000	3.841875
38	5	541.433305	False	24.000000	15.200000	4.214262	14.300000	2.491987
38	6	541.433310	False	24.000000	14.900000	3.618011	14.300000	3.522783
38	7	541.433315	False	21.000000	15.900000	2.118962	14.300000	3.689173
38	8	541.433320	False	23.000000	15.200000	3.572114	13.500000	2.578759
38	9	541.433325	False	15.000000	12.900000	4.011234	15.900000	4.346263
38	10	541.433330	False	25.000000	14.200000	2.039608	15.300000	4.428318
38	11	541.433335	False	14.000000	16.600000	2.653300	12.000000	4.098780
39	1	541.433285	False	15.000000	16.300000	4.733920	13.900000	3.176476
39	2	541.433290	False	15.000000	15.000000	4.289522	13.700000	3.634556
39	3	541.433295	False	24.000000	14.900000	3.645545	15.100000	3.961060
39	4	541.433300	False	32.000000	13.300000	4.450843	13.700000	3.769615
39	5	541.433305	False	23.000000	16.900000	3.477068	15.300000	2.238303
39	6	541.433310	False	25.000000	15.500000	4.153312	12.200000	2.181742
39	7	541.433315	False	15.000000	12.000000	4.404543	14.800000	3.026549
39	8	541.433320	False	22.000000	13.700000	3.900000	12.600000	2.800000
39	9	541.433325	False	18.000000	14.500000	3.584690	13.600000	2.244994
39	10	541.433330	True	25.000000	141.100000	12.972664	13.800000	3.155947
39	11	541.433335	False	14.000000	13.400000	4.409082	15.000000	4.538722
40	1	541.433285	False	13.000000	17.200000	4.489989	14.400000	3.498571
40	2	541.433290	False	29.000000	15.300000	5.158488	13.700000	4.337050
40	3	541.433295	False	15.000000	13.700000	3.377869	13.000000	3.346640
40	4	541.433300	False	25.000000	11.400000	3.666061	12.200000	3.370460
40	5	541.433305	False	17.000000	15.100000	5.717517	15.100000	4.109745
40	6	541.433310	False	42.000000	13.500000	3.879433	14.800000	4.377214
40	7	541.433315	False	19.000000	13.400000	1.800000	16.900000	2.844293
40	8	541.433320	False	13.000000	14.600000	4.454211	12.700000	5.532630
40	9	541.433325	False	19.000000	13.600000	2.764055	14.300000	3.976179
40	10	541.433330	True	15.000000	264.100000	16.015305	13.200000	4.354308
40	11	541.433335	False	20.000000	18.200000	4.118252	13.300000	3.067572
41	1	541.433285	False	17.000000	13.500000	2.247221	12.300000	3.348134
41	2	541.433290	False	23.000000	14.100000	2.736786	14.900000	3.419064
41	3	541.433295	False	16.000000	14.100000	4.459821	15.600000	4.127953
41	4	541.433300	False	32.000000	14.600000	3.411744	14.600000	3.583295
41	5	541.433305	False	16.000000	12.700000	4.495553	13.800000	4.621688
41	6	541.433310	False	20.000000	15.500000	5.084290	12.700000	2.722132
41	7	541.433315	False	29.000000	15.000000	2.966479	12.900000	4.182105
41	8	541.433320	False	22.000000	15.700000	2.865310	16.200000	2.561250
41	9	541.433325	False	19.000000	12.900000	3.477068	16.000000	3.346640
41	10	541.433330	False	11.000000	12.600000	3.440930	13.800000	3.124100
41	11	541.433335	False	9.000000	12.600000	3.555278	13.800000	2.400000
42	1	541.433285	False	9.000000	12.600000	3.878144	12.900000	3.176476
42	2	541.433290	False	18.000000	16.700000	2.609598	13.900000	2.981610
42	3	541.433295	False	14.000000	15.500000	3.138471	13.600000	3.200000
42	4	541.433300	False	20.000000	15.100000	4.482187	14.100000	2.947881
42	5	541.433305	False	25.000000	12.900000	3.645545	14.400000	4.498889
42	6	541.433310	False	27.000000	14.300000	3.551056	13.400000	2.200000
42	7	541.433315	False	29.000000	16.000000	3.521363	14.800000	4.308132
42	8	541.433320	False	13.000000	14.100000	3.389690	13.900000	2.662705
42	9	541.433325	False	13.000000	15.600000	4.903060	15.000000	2.828427
42	10	541.433330	False	20.000000	15.800000	3.815757	15.100000	4.134005
42	11	541.433335	False	16.000000	13.600000	2.457641	16.400000	4.431704
43	1	541.433285	False	19.000000	12.300000	3.407345	15.100000	2.700000
43	2	541.433290	False	18.000000	19.200000	3.919184	14.300000	4.100000
43	3	541.433295	False	26.000000	14.900000	3.176476	13.200000	2.925748
43	4	541.433300	True	25.000000	161.900000	13.179150	14.200000	3.544009
43	5	541.433305	False	15.000000	14.500000	4.652956	16.000000	4.669047
43	6	541.433310	False	23.000000	13.700000	3.822303	12.700000	4.360046
43	7	541.433315	False	15.000000	14.100000	5.374942	16.300000	4.360046
43	8	541.433320	True	21.000000	134.300000	10.000500	14.300000	3.034798
43	9	541.433325	False	9.000000	14.800000	3.155947	15.200000	3.841875
43	10	541.433330	False	15.000000	14.900000	5.467175	14.400000	3.352611
43	11	541.433335	False	25.000000	14.000000	4.358899	14.100000	3.112876
