1629471829.2435145	541.433050	0. 0. 1. 0. 1. 0. 0. 0. 1. 0.
1629471839.7212021	541.433050	0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
1629471850.2132585	541.433050	0. 1. 1. 0. 1. 0. 0. 0. 0. 0.
1629471860.7380385	541.433050	0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
1629471872.2510557	541.433050	1. 0. 0. 0. 1. 0. 0. 0. 0. 0.
1629471882.7205985	541.433050	0. 0. 1. 0. 0. 0. 0. 0. 0. 1.
1629471892.1853442	541.433050	1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629471902.9344401	541.433050	1. 0. 0. 0. 1. 0. 0. 0. 0. 0.
1629471913.9281247	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629471924.3311892	541.433050	0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
1629471934.918719	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629471945.4032156	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629471956.2923207	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629471966.723463	541.433050	0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
1629471977.4250534	541.433050	0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
1629471988.2212982	541.433050	0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
1629471999.0208633	541.433050	0. 0. 0. 0. 0. 1. 0. 0. 0. 1.
1629472009.8941026	541.433050	0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
1629472020.5764778	541.433050	0. 1. 0. 0. 0. 0. 1. 0. 0. 0.
1629472031.2971072	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472042.1337824	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472053.1542792	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472063.8576233	541.433050	0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
1629472074.6537752	541.433050	0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
1629472085.8135605	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472096.6245463	541.433050	0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
1629472107.5465496	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
1629472118.2232573	541.433050	1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472129.0780835	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472140.004356	541.433050	0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
1629472150.9594517	541.433050	0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
1629472162.0237966	541.433050	1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472173.0987723	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
1629472183.9169831	541.433050	1. 0. 0. 0. 0. 0. 0. 1. 0. 0.
1629472194.719209	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 2. 0.
1629472205.7318454	541.433050	0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
1629472216.4147172	541.433050	0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
1629472226.918936	541.433050	0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
1629472237.5176702	541.433050	0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
1629472248.4801285	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472259.52149	541.433050	0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
1629472270.6480927	541.433050	0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
