Metadata,Ionization Freqs.:541.433035 -50 350 10:THz MHz,Window Start:170.000:us,Window Width:55.000:us,Calibration Window Start:145:us,Calibration Window Width:55:us,BG:0.52:,BG_std:0.7547184905645283:
h,Time	ExpNum	IonizationFreq	NeutralCounts
1622055595.075441	1	541.433035	42.0
1622055599.9458683	2	541.432985	8.0
1622055604.38847	3	541.433035	45.0
1622055609.224242	4	541.432995	11.0
1622055613.6996896	5	541.433035	47.0
1622055618.2933161	6	541.433005	8.0
1622055622.6854196	7	541.433035	44.0
1622055627.2603874	8	541.433015	16.0
1622055631.883721	9	541.433035	46.0
1622055636.5919256	10	541.433025	6.0
1622055641.172394	11	541.433035	56.0
1622055645.7174358	12	541.433035	9.0
1622055650.1327507	13	541.433035	50.0
1622055654.525621	14	541.433045	5.0
1622055658.8879738	15	541.433035	45.0
1622055663.3628926	16	541.433055	10.0
1622055667.9244263	17	541.433035	31.0
1622055672.3343575	18	541.433065	4.0
1622055677.0233781	19	541.433035	54.0
1622055681.4450495	20	541.433075	3.0
1622055685.8803258	21	541.433035	48.0
1622055690.3606486	22	541.433085	3.0
1622055694.7443118	23	541.433035	65.0
1622055699.286291	24	541.433095	1.0
1622055703.7601395	25	541.433035	31.0
1622055708.3480287	26	541.433105	5.0
1622055712.8895135	27	541.433035	43.0
1622055717.378475	28	541.433115	1.0
1622055721.9228954	29	541.433035	44.0
1622055726.9142601	30	541.433125	3.0
1622055731.404782	31	541.433035	43.0
1622055735.8920624	32	541.433135	5.0
1622055740.5374255	33	541.433035	62.0
1622055745.0851457	34	541.433145	3.0
1622055749.6262078	35	541.433035	54.0
1622055754.2831852	36	541.433155	2.0
1622055758.9690998	37	541.433035	56.0
