Metadata,Ionization Freqs.:541.433000 -50 350 10:THz MHz,Window Start:160.000:us,Window Width:55.000:us,Calibration Window Start:145:us,Calibration Window Width:55:us,BG:0.24:,BG_std:0.5499090833947009:
h,Time	ExpNum	IonizationFreq	NeutralCounts
1620154520.3980007	1	541.433000	149.0
1620154524.5696146	2	541.432950	12.0
1620154528.729735	3	541.433000	193.0
1620154533.058784	4	541.432960	19.0
1620154537.2673898	5	541.433000	162.0
1620154541.5795786	6	541.432970	24.0
1620154546.092159	7	541.433000	224.0
1620154550.4327042	8	541.432980	30.0
1620154554.7618756	9	541.433000	186.0
1620154559.2489715	10	541.432990	57.0
1620154563.4656882	11	541.433000	1.0
1620154567.5844452	12	541.433000	56.0
1620154571.6999094	13	541.433000	200.0
1620154575.9139557	14	541.433010	80.0
1620154580.194737	15	541.433000	205.0
1620154584.4770896	16	541.433020	53.0
1620154588.688965	17	541.433000	224.0
1620154592.9745142	18	541.433030	47.0
1620154597.1733565	19	541.433000	157.0
1620154601.4608264	20	541.433040	43.0
1620154605.6808543	21	541.433000	192.0
1620154609.9592688	22	541.433050	17.0
1620154614.1925879	23	541.433000	204.0
1620154618.473283	24	541.433060	16.0
1620154622.7200437	25	541.433000	165.0
1620154626.9974399	26	541.433070	16.0
1620154631.2141669	27	541.433000	160.0
1620154635.4742377	28	541.433080	18.0
1620154639.6983945	29	541.433000	155.0
1620154643.964754	30	541.433090	6.0
1620154648.1608052	31	541.433000	86.0
1620154652.4884157	32	541.433100	10.0
1620154656.7114682	33	541.433000	145.0
1620154660.9491081	34	541.433110	14.0
1620154665.143884	35	541.433000	141.0
1620154669.3778107	36	541.433120	8.0
1620154673.5872178	37	541.433000	130.0
1620154677.8645213	38	541.433130	18.0
1620154682.0698485	39	541.433000	117.0
1620154686.3471222	40	541.433140	11.0
1620154690.5844924	41	541.433000	221.0
1620154694.8683975	42	541.433150	12.0
1620154699.06227	43	541.433000	139.0
1620154703.2909737	44	541.433160	11.0
1620154707.491812	45	541.433000	165.0
1620154711.7649271	46	541.433170	11.0
1620154715.9973118	47	541.433000	183.0
1620154720.197461	48	541.433180	6.0
1620154724.4182823	49	541.433000	142.0
1620154728.6945148	50	541.433190	4.0
1620154732.9147148	51	541.433000	132.0
1620154737.2087393	52	541.433200	1.0
1620154741.4778526	53	541.433000	127.0
1620154745.787845	54	541.433210	4.0
1620154750.0126474	55	541.433000	133.0
1620154754.296178	56	541.433220	0.0
1620154758.4767902	57	541.433000	174.0
1620154762.78232	58	541.433230	0.0
1620154767.0187798	59	541.433000	137.0
1620154771.4153702	60	541.433240	1.0
1620154775.704815	61	541.433000	163.0
1620154779.9781623	62	541.433250	0.0
1620154784.1867373	63	541.433000	123.0
1620154788.489738	64	541.433260	1.0
1620154792.7229233	65	541.433000	183.0
1620154796.9988697	66	541.433270	5.0
1620154801.258847	67	541.433000	179.0
1620154805.5171666	68	541.433280	4.0
1620154809.80779	69	541.433000	139.0
1620154814.1247907	70	541.433290	4.0
1620154818.38911	71	541.433000	199.0
1620154822.7127476	72	541.433300	0.0
1620154826.9942644	73	541.433000	190.0
1620154831.4161568	74	541.433310	5.0
1620154835.6686018	75	541.433000	167.0
1620154840.2253006	76	541.433320	3.0
1620154844.5083332	77	541.433000	181.0
1620154848.7970767	78	541.433330	4.0
1620154853.0920563	79	541.433000	232.0
1620154857.406678	80	541.433340	3.0
1620154861.7047334	81	541.433000	190.0
1620154866.1259556	1	541.432950	13.0
1620154870.4188318	2	541.433000	107.0
1620154875.115375	3	541.432960	17.0
1620154879.4461029	4	541.433000	119.0
1620154883.7457051	5	541.432970	19.0
1620154887.9893525	6	541.433000	141.0
1620154892.3077476	7	541.432980	40.0
1620154896.6197639	8	541.433000	133.0
1620154900.9220865	9	541.432990	43.0
1620154905.227172	10	541.433000	142.0
1620154909.4194505	11	541.433000	32.0
1620154913.5593677	12	541.433000	145.0
1620154917.9387538	13	541.433010	38.0
1620154922.2225926	14	541.433000	152.0
1620154926.5421233	15	541.433020	55.0
1620154930.8646739	16	541.433000	104.0
1620154935.243994	17	541.433030	36.0
1620154939.6750913	18	541.433000	108.0
1620154944.0216014	19	541.433040	21.0
1620154948.3482456	20	541.433000	131.0
1620154952.7036374	21	541.433050	14.0
1620154957.0478997	22	541.433000	141.0
1620154961.419645	23	541.433060	15.0
1620154965.7653294	24	541.433000	146.0
1620154970.1252065	25	541.433070	13.0
1620154974.5460143	26	541.433000	106.0
1620154978.8804903	27	541.433080	11.0
1620154983.2101593	28	541.433000	153.0
1620154987.5113409	29	541.433090	3.0
1620154991.7963026	30	541.433000	192.0
1620154996.1187916	31	541.433100	9.0
1620155000.4096353	32	541.433000	154.0
1620155004.74532	33	541.433110	11.0
1620155009.0171015	34	541.433000	138.0
1620155013.3236058	35	541.433120	10.0
1620155017.6601043	36	541.433000	155.0
1620155021.9831772	37	541.433130	14.0
